----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	notsure
1656464027.5290310	2.79300	11.913830	3455.525000000	-11.45	3386.706324701	155.859600000	-3.15	155.624111333	-0.776474800
1656464029.3029490	2.79600	11.919582	3455.220000000	-11.45	3386.407398943	155.935800000	-3.08	155.709963334	-0.712035400
1656464030.5266850	2.78300	11.923896	3455.830000000	-11.46	3386.933366631	156.050400000	-3.31	155.790698279	-1.007331000
1656464032.2999561	2.80000	11.929648	3454.610000000	-11.46	3385.737688977	155.955000000	-3.12	155.723832960	0.494677400
1656464033.5097301	2.80100	11.933962	3457.965000000	-11.46	3389.025802526	156.136200000	-3.10	155.907426431	0.892632700
1656464035.3003020	2.80000	11.939714	3455.525000000	-11.46	3386.634447217	156.489600000	-3.05	156.268220337	1.047875000
1656464036.5140750	2.79500	11.944028	3454.610000000	-11.45	3385.809547428	156.021800000	-3.11	155.792309058	-0.746685700
1656464038.2361269	2.78200	11.949780	3457.050000000	-11.46	3388.129044285	156.394200000	-3.26	156.141427095	0.360570200
1656464039.4412780	2.79100	11.952656	3454.610000000	-11.45	3385.809547428	156.833000000	-3.11	156.602315872	-1.319603000
1656464041.2035830	2.79600	11.959846	3454.915000000	-11.46	3386.036608390	156.289400000	-3.19	156.047835062	1.038729000
1656464042.4199760	2.80200	11.962722	3456.135000000	-11.45	3387.304176216	156.432400000	-3.22	156.185120526	-1.206709000
1656464044.1962399	2.79600	11.969912	3454.305000000	-11.45	3385.510621670	156.422800000	-3.34	156.156779840	0.099894960
1656464045.4153459	2.78900	11.972788	3454.915000000	-11.46	3386.036608390	156.203000000	-3.16	155.965191369	-0.467993000
1656464047.1975949	2.79700	11.979978	3454.915000000	-11.46	3386.036608390	156.890200000	-3.11	156.658540099	0.764662900
1656464048.4169910	2.79700	11.982854	3455.220000000	-11.45	3386.407398943	156.756600000	-3.21	156.510649880	-0.190825400
1656464050.2989690	2.79100	11.990044	3455.525000000	-11.45	3386.706324701	156.699400000	-3.34	156.432909440	-1.305965000
1656464051.5051160	2.79900	11.992920	3457.355000000	-11.46	3388.427963698	156.756600000	-3.23	156.506959352	-0.335940100
1656464053.3029611	2.80800	12.000110	3454.305000000	-11.45	3385.510621670	156.442000000	-3.22	156.194705351	-0.101416700
1656464054.5037639	2.79800	12.000110	3455.525000000	-11.45	3386.706324701	156.575400000	-3.11	156.344204925	-0.953768200
1656464056.3043151	2.79600	12.000110	3454.610000000	-11.45	3385.809547428	157.014200000	-3.22	156.766924138	-0.242369800
1656464057.5157299	2.78800	12.000110	3456.135000000	-11.45	3387.304176216	156.880600000	-3.26	156.627040949	0.292589100
1656464059.2361701	2.80000	12.000110	3454.610000000	-11.45	3385.809547428	157.309800000	-3.33	157.044188587	0.412688100
1656464060.4419301	2.79300	12.000110	3457.660000000	-11.46	3388.726883112	157.109400000	-3.19	156.866567649	-1.357386000
1656464062.2082200	2.80000	12.000110	3454.000000000	-11.46	3385.139850150	156.766200000	-3.21	156.520234817	0.384383600
1656464063.4163530	2.79400	11.997234	3454.915000000	-11.46	3386.036608390	156.985600000	-3.16	156.747505844	-0.437174400
1656464065.2142050	2.79100	11.990044	3455.525000000	-11.46	3386.634447217	156.995000000	-3.05	156.772030326	-0.161819300
1656464066.4229879	2.80000	11.987168	3454.915000000	-11.45	3386.108473185	156.537200000	-3.29	156.278575379	1.186350000
1656464068.3362379	2.78400	11.979978	3455.830000000	-11.46	3386.933366631	156.413400000	-3.10	156.184220273	1.212513000
1656464069.5480130	2.78700	11.975664	3454.915000000	-11.46	3386.036608390	156.556400000	-3.25	156.304295820	-0.835518000
1656464071.3162980	2.80100	11.969912	3454.305000000	-11.45	3385.510621670	156.556400000	-3.17	156.317148172	-1.449184000
1656464072.5346920	2.78800	11.967036	3454.915000000	-11.45	3386.108473185	156.613600000	-3.08	156.386781698	-1.173582000
1656464074.3113050	2.79500	11.959846	3456.440000000	-11.46	3387.531205458	156.632600000	-3.28	156.376637488	-1.368181000
1656464075.5230830	2.79700	11.956970	3456.135000000	-11.45	3387.304176216	156.470600000	-3.20	156.226930230	-1.459402000
1656464077.3133049	2.80300	11.949780	3454.610000000	-11.45	3385.809547428	156.747200000	-3.40	156.470973365	-1.112439000
1656464078.5300701	2.79700	11.946904	3456.135000000	-11.45	3387.304176216	156.470600000	-3.30	156.211143051	0.948870000
1656464080.2494669	2.80200	11.941152	3455.830000000	-11.46	3386.933366631	156.995000000	-3.34	156.728006729	1.317738000
1656464081.5007851	2.78200	11.936838	3455.830000000	-11.46	3386.933366631	157.157200000	-3.25	156.904128346	1.193725000
1656464083.2341621	2.79200	11.931086	3456.745000000	-11.46	3387.830124871	156.575400000	-3.16	156.337927979	0.068211830
1656464084.4509211	2.79900	11.926772	3454.610000000	-11.45	3385.809547428	156.270200000	-3.22	156.024095836	0.395549500
1656464086.2114100	2.78900	11.921020	3455.830000000	-11.46	3386.933366631	156.241000000	-3.31	155.980036679	-1.213796000
1656464087.4223599	2.79800	11.916706	3454.915000000	-11.46	3386.036608390	156.461000000	-3.13	156.228190308	-1.469416000
1656464089.3422389	2.79300	11.910954	3456.135000000	-11.45	3387.304176216	156.508600000	-3.04	156.288932978	0.340340600
1656464090.6035171	2.79000	11.906640	3456.440000000	-11.46	3387.531205458	156.318000000	-3.17	156.079112498	-0.221274100
1656464092.1444080	2.80600	11.900888	3454.305000000	-11.45	3385.510621670	155.983600000	-3.06	155.761195638	0.790454900
1656464093.3545361	2.78800	11.896574	3456.745000000	-11.46	3387.830124871	156.107600000	-3.18	155.867223759	0.290240700
1656464095.2082419	2.79500	11.890822	3454.610000000	-11.46	3385.737688977	156.241000000	-3.30	155.981923770	0.074144680
1656464096.4229989	2.79200	11.886508	3455.220000000	-11.45	3386.407398943	155.659400000	-3.37	155.389905524	1.189480000
1656464098.3398919	2.79700	11.880756	3454.305000000	-11.45	3385.510621670	155.926400000	-3.13	155.694385778	-1.430643000
1656464099.5436821	2.79100	11.876442	3454.610000000	-11.45	3385.809547428	155.993200000	-3.06	155.770781950	0.669531800
1656464101.3149569	2.80100	11.870690	3454.305000000	-11.45	3385.510621670	155.812000000	-3.22	155.566617438	-1.407323000
1656464102.5191121	2.79400	11.866376	3455.525000000	-11.46	3386.634447217	155.831000000	-3.28	155.576347430	0.057211350
1656464104.2405059	2.79700	11.860624	3455.220000000	-11.45	3386.407398943	156.183800000	-3.13	155.950510020	0.140312600
1656464105.4449480	2.79200	11.856310	3456.440000000	-11.46	3387.531205458	156.442000000	-3.25	156.190080039	-1.400238000
1656464107.2152331	2.79500	11.850558	3454.915000000	-11.46	3386.036608390	155.230200000	-3.13	154.998334402	0.496654500
1656464108.4210131	2.80100	11.846244	3456.135000000	-11.45	3387.304176216	155.907200000	-3.17	155.668037167	-1.280956000
1656464110.2261980	2.79500	11.840492	3455.525000000	-11.46	3386.634447217	155.697400000	-3.08	155.472784935	-1.377905000
1656464111.4389679	2.80600	11.836178	3455.525000000	-11.46	3386.634447217	155.649800000	-3.04	155.430474208	-0.631402300
1656464113.3173070	2.79000	11.830426	3455.220000000	-11.45	3386.407398943	155.192000000	-3.10	154.965488478	-1.251207000
1656464114.5350771	2.79900	11.826112	3453.695000000	-11.45	3384.912770154	155.087200000	-3.11	154.859083752	-0.803009800
1656464116.3169651	2.79700	11.820360	3455.220000000	-11.45	3386.407398943	154.982200000	-3.02	154.767246453	-0.831809400
1656464117.5407009	2.80000	11.816046	3456.135000000	-11.46	3387.232286044	154.896400000	-3.09	154.671195141	0.039412700
1656464119.3199611	2.78700	11.810294	3455.525000000	-11.46	3386.634447217	154.906000000	-3.11	154.678150277	-0.018847270
1656464120.5297329	2.80100	11.805980	3453.390000000	-11.45	3384.613844397	155.487600000	-2.99	155.276210576	0.412359500
1656464122.2534969	2.80200	11.800228	3456.135000000	-11.45	3387.304176216	155.316000000	-3.05	155.095414899	0.480133200
1656464123.5167680	2.79800	11.795914	3454.610000000	-11.46	3385.737688977	154.867800000	-3.18	154.629332817	0.484789200
1656464125.2524960	2.79100	11.790162	3455.830000000	-11.46	3386.933366631	155.087200000	-3.11	154.859083752	-0.584102300
1656464126.4632671	2.79700	11.785848	3455.525000000	-11.46	3386.634447217	155.001200000	-3.14	154.768788766	0.708713600
1656464128.2195771	2.78900	11.780096	3455.830000000	-11.46	3386.933366631	155.010800000	-3.23	154.764854505	0.708219400
1656464129.4349909	2.79300	11.777220	3454.610000000	-11.45	3385.809547428	155.354200000	-2.98	155.143839119	-0.669678000
1656464131.2262139	2.79500	11.770030	3456.135000000	-11.46	3387.232286044	155.049000000	-2.89	154.852349734	-1.066786000
1656464132.4453220	2.79300	11.767154	3454.915000000	-11.46	3386.036608390	154.963200000	-3.07	154.740514625	-1.377287000
1656464134.3219631	2.78000	11.759964	3455.830000000	-11.45	3387.005250459	154.762800000	-3.30	154.506174896	-0.819324700
1656464135.5251091	2.79500	11.755650	3454.610000000	-11.45	3385.809547428	154.896400000	-3.05	154.676410829	0.915870100
1656464137.3213100	2.79200	11.749898	3454.305000000	-11.45	3385.510621670	154.829600000	-3.06	154.608841033	0.360817300
1656464138.5387230	2.79300	11.745584	3455.525000000	-11.46	3386.634447217	154.867800000	-3.08	154.643510083	1.087304000
1656464140.3233061	2.80000	11.739832	3454.305000000	-11.46	3385.438769563	155.039400000	-3.15	154.805150575	1.012032000
1656464141.5440660	2.79100	11.735518	3452.780000000	-11.45	3384.015992881	154.858200000	-3.19	154.617945029	0.873721900
1656464143.2624850	2.80400	11.729766	3454.610000000	-11.45	3385.809547428	155.344600000	-3.10	155.116986298	-0.797488900
1656464144.5131550	2.79900	11.726890	3457.050000000	-11.46	3388.129044285	154.724800000	-2.95	154.519484705	-0.079126270
1656464146.2485189	2.79900	11.721138	3454.915000000	-11.46	3386.036608390	154.057200000	-3.17	153.820875081	0.396537900
1656464147.4609330	2.79600	11.716824	3453.695000000	-11.45	3384.912770154	153.933200000	-3.19	153.694380122	-0.195151800
1656464149.2295210	2.79400	11.711072	3454.915000000	-11.46	3386.036608390	154.095200000	-3.03	153.879774113	1.050018000
1656464150.4310150	2.79200	11.706758	3454.305000000	-11.45	3385.510621670	154.610200000	-3.00	154.398312094	-1.302792000
1656464152.3263071	2.79500	11.699568	3456.440000000	-11.46	3387.531205458	154.247800000	-3.20	154.006689815	0.298604500
1656464153.5390871	2.80800	11.696692	3454.610000000	-11.45	3385.809547428	154.095200000	-3.09	153.871160010	-0.694276500
1656464155.3432620	2.77900	11.689502	3455.830000000	-11.46	3386.933366631	154.171600000	-3.09	153.947448932	-1.478852000
1656464156.5576799	2.79600	11.686626	3453.695000000	-11.45	3384.912770154	154.238400000	-3.11	154.010655677	-0.064705580
1656464158.3273060	2.78600	11.679436	3457.050000000	-11.46	3388.129044285	154.076200000	-3.07	153.854789262	1.187710000
1656464159.5287600	2.79200	11.676560	3454.000000000	-11.45	3385.211695912	153.790200000	-3.16	153.556064696	-0.566220300
1656464161.3309519	2.79600	11.670808	3454.305000000	-11.45	3385.510621670	154.228800000	-2.96	154.022475994	-1.131681000
1656464162.5397320	2.79400	11.666494	3454.915000000	-11.45	3386.108473185	154.286000000	-3.08	154.063421075	-1.333447000
1656464164.3183351	2.79900	11.660742	3453.695000000	-11.45	3384.912770154	154.076200000	-3.04	153.859946963	-1.326898000
1656464165.5301149	2.79600	11.656428	3456.440000000	-11.46	3387.531205458	154.162000000	-2.96	153.956599285	-1.187880000
1656464167.2515290	2.79600	11.650676	3454.000000000	-11.45	3385.211695912	153.675600000	-2.96	153.470847349	0.246486000
1656464168.4569559	2.79600	11.646362	3455.525000000	-11.46	3386.634447217	153.828200000	-3.21	153.586844521	-1.202549000
1656464170.2332189	2.81400	11.640610	3453.695000000	-11.45	3384.912770154	153.990400000	-3.16	153.756848551	1.146592000
1656464171.4449899	2.79400	11.636296	3456.440000000	-11.46	3387.531205458	153.713800000	-3.17	153.478892276	-1.401103000
1656464173.3299651	2.79900	11.630544	3455.220000000	-11.46	3386.335527804	153.628000000	-3.02	153.414076806	0.231283200
1656464174.5371089	2.81000	11.626230	3455.830000000	-11.46	3386.933366631	153.790200000	-3.01	153.578592170	0.733186400
1656464176.3472660	2.78600	11.620478	3455.525000000	-11.45	3386.706324701	153.828200000	-2.99	153.619066573	0.887771500
1656464177.5566959	2.80100	11.616164	3455.525000000	-11.46	3386.634447217	153.914000000	-3.14	153.682335780	-0.376071000
1656464179.3303130	2.79900	11.610412	3454.000000000	-11.46	3385.139850150	153.513600000	-3.02	153.299836106	0.254272900
1656464180.5530620	2.80200	11.606098	3455.830000000	-11.46	3386.933366631	153.694800000	-3.25	153.448216063	-1.419521000
1656464182.3339570	2.78600	11.600346	3455.830000000	-11.46	3386.933366631	153.504000000	-3.10	153.279083178	-1.271028000
1656464183.5401030	2.80100	11.596032	3455.525000000	-11.46	3386.634447217	153.055800000	-3.05	152.839277998	-1.385486000
1656464185.3293180	2.79700	11.590280	3454.610000000	-11.45	3385.809547428	153.389600000	-2.80	153.206212234	-1.369253000
1656464186.5440891	2.79900	11.585966	3454.305000000	-11.45	3385.510621670	153.303800000	-2.99	153.095379509	1.329812000
1656464188.2701361	2.79600	11.580214	3454.305000000	-11.45	3385.510621670	153.294200000	-3.08	153.073051884	-0.961843200
1656464189.5291340	2.79000	11.575900	3454.000000000	-11.45	3385.211695912	153.303800000	-3.01	153.092861433	0.804628000
1656464191.2555311	2.79700	11.570148	3453.085000000	-11.45	3384.314918639	152.626600000	-2.98	152.420763124	-1.507320000
1656464192.4632220	2.79000	11.565834	3456.135000000	-11.45	3387.304176216	152.788800000	-2.78	152.608469464	-1.222078000
1656464194.2382231	2.80300	11.560082	3454.610000000	-11.45	3385.809547428	153.084400000	-2.95	152.881261468	-1.082073000
1656464195.4529850	2.80000	11.555768	3454.610000000	-11.45	3385.809547428	152.903200000	-2.88	152.710076623	-1.347704000
1656464197.3343129	2.79100	11.550016	3455.830000000	-11.46	3386.933366631	152.941400000	-2.86	152.750634974	-1.509587000
1656464198.5421109	2.80800	11.545702	3457.050000000	-11.46	3388.129044285	153.008200000	-2.87	152.816550780	-0.971115300
1656464200.3349690	2.80000	11.539950	3454.000000000	-11.45	3385.211695912	153.113000000	-3.07	152.892973401	-1.018043000
1656464201.5457399	2.79900	11.535636	3454.610000000	-11.45	3385.809547428	152.836400000	-3.00	152.626943026	-0.174715600
1656464203.3333099	2.79200	11.529884	3454.000000000	-11.45	3385.211695912	152.970000000	-2.98	152.762867499	-0.882200300
1656464204.5381191	2.80000	11.525570	3453.390000000	-11.45	3384.613844397	152.769600000	-2.81	152.585386028	-1.149974000
1656464206.3253441	2.79900	11.519818	3453.695000000	-11.45	3384.912770154	152.827000000	-3.02	152.614192179	-0.567208200
1656464207.5457449	2.78500	11.515504	3454.305000000	-11.45	3385.510621670	152.388200000	-2.98	152.181855298	-0.231409900
1656464209.2595351	2.79700	11.509752	3454.305000000	-11.45	3385.510621670	153.198800000	-3.01	152.988005907	0.471357600
1656464210.4732940	2.79300	11.505438	3454.305000000	-11.45	3385.510621670	152.722000000	-2.92	152.524254032	-0.748498600
1656464212.2413509	2.80000	11.499686	3454.305000000	-11.45	3385.510621670	152.245200000	-2.89	152.052105823	0.331235600
1656464213.4643190	2.79400	11.496810	3453.695000000	-11.45	3384.912770154	152.521800000	-2.93	152.321868154	-1.064973000
1656464215.2402310	2.80000	11.489620	3454.305000000	-11.45	3385.510621670	152.502600000	-2.93	152.303509923	0.531840100
1656464216.4513590	2.79300	11.486744	3454.610000000	-11.45	3385.809547428	152.245200000	-2.82	152.060834824	-1.325537000
1656464218.3359740	2.79500	11.479554	3454.610000000	-11.45	3385.809547428	152.302400000	-2.75	152.126495989	-1.413464000
1656464219.5550859	2.79700	11.476678	3454.610000000	-11.45	3385.809547428	152.073600000	-2.90	151.879116510	-0.420817200
1656464221.3459539	2.79400	11.469488	3455.830000000	-11.46	3386.933366631	151.777800000	-2.81	151.595561441	0.751974900
1656464222.5627091	2.79900	11.465174	3453.390000000	-11.46	3384.542011323	152.350000000	-2.89	152.155968801	0.830955500
1656464224.3383200	2.80100	11.459422	3454.610000000	-11.45	3385.809547428	152.140200000	-2.92	151.942396025	-1.491005000
1656464225.5567260	2.80300	11.456546	3454.915000000	-11.45	3386.108473185	152.397800000	-2.95	152.195572566	-1.052035000
1656464227.3403180	2.80700	11.449356	3453.695000000	-11.45	3384.912770154	151.968600000	-2.94	151.768577906	-1.342511000
1656464228.5577230	2.80100	11.446480	3454.610000000	-11.45	3385.809547428	152.102200000	-3.00	151.893749221	0.310511400
1656464230.2761409	2.78800	11.440728	3455.830000000	-11.46	3386.933366631	151.940000000	-2.99	151.733433630	0.396661600
1656464231.4822819	2.79700	11.436414	3456.135000000	-11.45	3387.304176216	151.930400000	-3.06	151.713774767	-1.194637000
1656464233.2462339	2.80000	11.430662	3454.610000000	-11.45	3385.809547428	152.531200000	-2.99	152.323829878	0.706405700
1656464234.4579949	2.79200	11.426348	3453.085000000	-11.45	3384.314918639	151.739800000	-2.82	151.556046851	-0.331449400
1656464236.2485750	2.79400	11.420596	3454.000000000	-11.45	3385.211695912	151.987600000	-2.91	151.791613789	0.317062800
1656464237.4679790	2.80000	11.416282	3454.915000000	-11.46	3386.036608390	151.997200000	-2.88	151.805220941	-0.547884500
1656464239.3409750	2.79600	11.410530	3454.305000000	-11.45	3385.510621670	151.978200000	-2.80	151.796499660	0.578067000
1656464240.5550950	2.79800	11.406216	3453.085000000	-11.45	3384.314918639	151.615800000	-3.03	151.403840327	0.309687600
1656464242.3493130	2.79800	11.400464	3454.610000000	-11.46	3385.737688977	151.577600000	-2.95	151.376460948	1.081702000
1656464243.5590911	2.79700	11.396150	3454.305000000	-11.45	3385.510621670	151.730200000	-2.94	151.530491690	1.010384000
1656464245.3429749	2.79300	11.390398	3455.830000000	-11.46	3386.933366631	151.329600000	-2.85	151.142424589	0.621286400
1656464246.5487599	2.78900	11.386084	3456.135000000	-11.46	3387.232286044	151.406000000	-2.81	151.223430296	-0.329100400
1656464248.3429761	2.80000	11.380332	3453.695000000	-11.45	3384.912770154	151.549000000	-3.16	151.318276773	-0.698767700
1656464249.5591099	2.78800	11.376018	3453.695000000	-11.45	3384.912770154	151.663400000	-2.89	151.470243246	0.975031800
