----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	notsure
1656465847.6451960	2.78500	6.045352	3417.685000000	-11.42	3349.974829962	104.208600000	0.27	104.207442942	1.069424000
1656465848.9034939	2.78400	6.041038	3419.210000000	-11.42	3351.469617111	104.094200000	0.53	104.089679040	-1.516551000
1656465850.6428559	2.80000	6.035286	3417.685000000	-11.42	3350.045699938	104.227600000	0.25	104.226591890	-0.511339200
1656465851.8476460	2.78300	6.030972	3419.210000000	-11.42	3351.469617111	104.218200000	0.34	104.216407969	0.791445600
1656465853.6252670	2.78900	6.025220	3418.905000000	-11.42	3351.170659681	104.017800000	0.31	104.016316546	-0.901359800
1656465854.8410151	2.79500	6.020906	3418.600000000	-11.42	3350.871702251	104.075000000	0.25	104.074040730	0.718973200
1656465856.7386031	2.79200	6.015154	3416.460000000	-11.42	3348.844943876	103.827200000	0.31	103.825719264	0.896382000
1656465857.9427481	2.78100	6.010840	3419.515000000	-11.42	3351.768574540	103.836600000	0.25	103.835595672	-1.037451000
1656465859.7256391	2.79900	6.005088	3417.070000000	-11.42	3349.372014161	103.808000000	0.42	103.805210976	-1.462452000
1656465860.9367659	2.77600	6.000774	3418.600000000	-11.42	3350.871702251	103.722200000	0.30	103.720778202	-1.249932000
1656465862.7269790	2.78300	5.995022	3417.375000000	-11.42	3349.741835138	103.665000000	0.31	103.663463031	-1.203373000
1656465863.9417520	2.77900	5.990708	3415.240000000	-11.42	3347.649088858	103.626800000	0.34	103.625018138	-0.947012700
1656465865.7246439	2.79300	5.984956	3417.685000000	-11.42	3349.974829962	103.712600000	0.44	103.709485990	-1.330936000
1656465866.9317811	2.78500	5.980642	3418.600000000	-11.42	3350.871702251	103.932000000	0.41	103.929286856	-1.030076000
1656465868.6548309	2.78500	5.974890	3416.460000000	-11.42	3348.844943876	103.445600000	0.34	103.443757160	-1.408809000
1656465869.9217870	2.78800	5.970576	3416.765000000	-11.42	3349.143907630	103.731800000	0.48	103.728159873	1.056447000
1656465871.6501901	2.78000	5.964824	3419.210000000	-11.42	3351.469617111	103.569600000	0.44	103.566490283	-0.841617000
1656465872.8649621	2.78900	5.961948	3415.545000000	-11.42	3347.948052613	103.388400000	0.34	103.386558179	1.233072000
1656465874.6298990	2.78000	5.954758	3418.600000000	-11.42	3350.871702251	103.264400000	0.38	103.262152719	-1.127437000
1656465875.8376780	2.78600	5.951882	3416.460000000	-11.42	3348.844943876	103.445600000	0.45	103.442409494	0.910720000
1656465877.7459431	2.78000	5.944692	3417.070000000	-11.42	3349.372014161	103.312200000	0.57	103.307087628	0.901903100
1656465878.9623470	2.78200	5.940378	3416.460000000	-11.42	3348.844943876	103.531400000	0.42	103.528618408	-0.749941100
1656465880.7329710	2.78700	5.934626	3417.685000000	-11.42	3349.974829962	103.245400000	0.33	103.243687533	-0.957683700
1656465881.9497421	2.77800	5.930312	3416.460000000	-11.42	3348.844943876	103.150000000	0.49	103.146289231	-0.523576500
1656465883.7349880	2.78900	5.924560	3417.990000000	-11.42	3350.273787392	103.140400000	0.64	103.134045764	-1.063533000
1656465884.9397631	2.77700	5.920246	3416.155000000	-11.42	3348.545980121	103.073800000	0.51	103.069716707	0.780526100
1656465886.7259870	2.79200	5.914494	3416.460000000	-11.42	3348.844943876	103.140400000	0.46	103.137133513	-0.969178800
1656465887.9314320	2.78700	5.911618	3416.155000000	-11.42	3348.545980121	102.902000000	0.40	102.899467212	1.188123000
1656465889.6631610	2.77800	5.905866	3416.155000000	-11.42	3348.545980121	102.768600000	0.52	102.764432442	0.275697300
1656465890.8725910	2.78700	5.901552	3417.375000000	-11.42	3349.741835138	102.902000000	0.46	102.898654738	1.050349000
1656465892.6388791	2.77700	5.895800	3416.155000000	-11.42	3348.545980121	102.787600000	0.47	102.784082617	0.330700100
1656465893.8476551	2.79900	5.891486	3414.325000000	-11.42	3346.752197596	102.825800000	0.42	102.823037365	-0.748993600
1656465895.6362410	2.79100	5.885734	3415.850000000	-11.42	3348.247016367	102.816200000	0.37	102.814032941	0.855141200
1656465896.8539951	2.78300	5.881420	3415.240000000	-11.42	3347.649088858	102.701800000	0.41	102.699118971	0.315002700
1656465898.7529321	2.78400	5.874230	3415.545000000	-11.42	3347.948052613	102.778000000	0.64	102.771668091	-0.022473230
1656465899.9547360	2.77900	5.871354	3416.765000000	-11.42	3349.143907630	102.625400000	0.59	102.619884961	-1.119979000
1656465901.7436020	2.78400	5.865602	3415.240000000	-11.42	3347.649088858	102.530200000	0.39	102.527824779	0.518903600
1656465902.9467571	2.78200	5.861288	3415.545000000	-11.42	3347.948052613	102.301200000	0.40	102.298756603	-0.555755600
1656465904.2532670	2.78300	5.856974	3415.240000000	-11.42	3347.649088858	102.387000000	0.55	102.382248351	0.889873100
1656465905.4600511	2.77500	5.852660	3417.375000000	-11.42	3349.741835138	102.349000000	0.42	102.346250175	-0.875813900
1656465907.7356229	2.79500	5.845470	3411.885000000	-11.42	3344.360487562	102.110600000	0.56	102.105652905	-1.387466000
1656465908.9463980	2.78300	5.841156	3414.630000000	-11.42	3347.051161350	102.349000000	0.47	102.345497626	0.945575700
1656465910.2519140	2.77900	5.836842	3415.850000000	-11.42	3348.247016367	102.301200000	0.55	102.296554981	0.800673600
1656465911.4530680	2.78500	5.832528	3414.325000000	-11.42	3346.752197596	102.110600000	0.60	102.105001211	-1.403288000
1656465913.6741250	2.78300	5.825338	3414.935000000	-11.42	3347.350125104	102.091400000	0.70	102.083737285	-0.819903300
1656465914.8765841	2.79400	5.821024	3416.155000000	-11.42	3348.545980121	102.177200000	0.55	102.172560612	0.919536800
1656465916.6488559	2.78900	5.815272	3413.715000000	-11.42	3346.154270087	102.062800000	0.53	102.058466319	0.571598400
1656465917.8556380	2.77900	5.810958	3414.630000000	-11.42	3347.051161350	101.919800000	0.53	101.915373478	-1.404852000
1656465919.7635560	2.78600	5.805206	3414.630000000	-11.42	3347.051161350	102.167800000	0.60	102.162198075	-1.349847000
1656465920.9733269	2.79100	5.800892	3412.495000000	-11.41	3345.029140743	101.958000000	0.49	101.954332113	-1.128591000
1656465922.2409470	2.78400	5.796578	3414.325000000	-11.42	3346.752197596	102.043800000	0.53	102.039467125	1.052532000
1656465923.4517190	2.78700	5.792264	3415.850000000	-11.42	3348.247016367	101.872000000	0.57	101.866958895	1.131101000
1656465925.7495930	2.77100	5.785074	3416.460000000	-11.42	3348.844943876	101.872000000	0.53	101.867674420	-0.887310300
1656465926.9727001	2.78700	5.780760	3414.020000000	-11.42	3346.453233841	101.795800000	0.56	101.790972530	-1.017056000
1656465928.2442479	2.78900	5.776446	3413.105000000	-11.42	3345.556342579	101.700400000	0.62	101.694484109	-0.404624800
1656465929.4477310	2.79400	5.772132	3413.105000000	-11.42	3345.556342579	101.595600000	0.66	101.588859646	-0.324733500
1656465931.6817739	2.77900	5.764942	3413.715000000	-11.42	3346.154270087	101.786200000	0.56	101.781372985	-0.484804900
1656465932.8865640	2.79000	5.760628	3412.190000000	-11.42	3344.659451316	101.652800000	0.70	101.645300070	1.282143000
1656465934.6542161	2.78600	5.754876	3413.715000000	-11.42	3346.154270087	101.404800000	0.67	101.397949428	-0.010977730
1656465935.8616281	2.77500	5.750562	3412.495000000	-11.42	3344.958415070	101.433400000	0.56	101.428485714	-0.173974100
1656465937.6528499	2.78800	5.744810	3414.020000000	-11.42	3346.453233841	101.319000000	0.61	101.313220180	0.218840800
1656465938.8679700	2.79100	5.740496	3411.885000000	-11.42	3344.360487562	101.299800000	0.66	101.293079271	0.024868270
1656465940.7665520	2.77900	5.734744	3413.105000000	-11.42	3345.556342579	101.271200000	0.64	101.264960921	0.662445900
1656465941.9683480	2.78900	5.730430	3412.190000000	-11.42	3344.659451316	101.395200000	0.50	101.391370006	0.616383900
1656465943.2599010	2.77500	5.726116	3413.715000000	-11.42	3346.154270087	101.395200000	0.64	101.388834865	-1.218658000
1656465944.4660480	2.78500	5.721802	3412.190000000	-11.42	3344.659451316	101.137800000	0.77	101.128714388	0.975857300
1656465946.7539301	2.78700	5.714612	3411.885000000	-11.42	3344.360487562	101.137800000	0.63	101.131686147	-0.338948200
1656465947.9673500	2.78300	5.710298	3412.495000000	-11.42	3344.958415070	101.271200000	0.64	101.264842649	-1.285490000
1656465949.2459421	2.79000	5.705984	3412.800000000	-11.42	3345.257378824	101.166400000	0.58	101.161180808	1.227469000
1656465950.4610610	2.78300	5.701670	3412.495000000	-11.42	3344.958415070	100.880200000	0.61	100.874557496	-1.445024000
1656465952.6857650	2.77300	5.694480	3413.105000000	-11.42	3345.556342579	100.870800000	0.64	100.864585589	-1.571270000
1656465953.9454091	2.78600	5.690166	3412.495000000	-11.42	3344.958415070	101.118600000	0.77	101.109516113	0.379193100
1656465955.2462940	2.79500	5.687290	3409.140000000	-11.41	3341.740469912	100.832600000	0.57	100.827610330	-1.397271000
1656465956.4580560	2.77800	5.682976	3412.495000000	-11.42	3344.958415070	100.718200000	0.68	100.711148411	-1.456972000
1656465958.6761670	2.79000	5.674348	3412.495000000	-11.41	3345.029140743	100.765800000	0.58	100.760601475	1.289311000
1656465959.8839359	2.78800	5.671472	3411.275000000	-11.41	3343.833260441	100.775400000	0.77	100.766346944	0.960860900
1656465961.7746651	2.79000	5.664282	3410.970000000	-11.41	3343.534290365	100.661000000	0.54	100.656529354	-1.374815000
1656465962.9846711	2.78000	5.661406	3413.410000000	-11.42	3345.855306333	100.575000000	0.75	100.566383496	0.698702800
1656465964.2492931	2.78000	5.657092	3412.190000000	-11.42	3344.659451316	100.680000000	0.74	100.671511954	1.188659000
1656465965.4610610	2.79900	5.649902	3409.445000000	-11.41	3342.039439988	100.546400000	0.85	100.535439658	0.196304100
1656465967.6428850	2.78700	5.645588	3411.885000000	-11.42	3344.360487562	100.517800000	0.90	100.505399368	0.755230000
1656465968.8606369	2.77900	5.641274	3410.970000000	-11.41	3343.534290365	100.556000000	0.65	100.549569006	-0.745657100
1656465970.7715430	2.78800	5.634084	3409.445000000	-11.41	3342.039439988	100.413000000	0.85	100.402054200	-0.954470200
1656465971.9886589	2.78500	5.631208	3410.360000000	-11.41	3342.936350214	100.336600000	0.77	100.327586363	0.379563800
1656465973.2639320	2.78300	5.626894	3411.885000000	-11.42	3344.360487562	100.222200000	0.69	100.214932558	0.696189800
1656465974.4710369	2.77600	5.622580	3409.445000000	-11.41	3342.039439988	100.336600000	0.71	100.328809328	1.170077000
1656465976.6851380	2.78800	5.615390	3409.750000000	-11.41	3342.338410063	100.393800000	0.73	100.385740668	-1.051296000
1656465977.9487650	2.78600	5.611076	3409.445000000	-11.41	3342.039439988	100.098200000	0.68	100.091191819	-1.057104000
1656465979.2519300	2.78500	5.606762	3409.445000000	-11.41	3342.039439988	100.012400000	0.66	100.005764683	1.359230000
1656465980.4650469	2.78600	5.602448	3409.750000000	-11.41	3342.338410063	100.126800000	0.70	100.119284742	-0.852370400
1656465982.6921239	2.77700	5.595258	3412.190000000	-11.42	3344.659451316	100.222200000	0.81	100.212184988	-1.396530000
1656465983.9517541	2.78800	5.590944	3409.445000000	-11.41	3342.039439988	100.117400000	0.83	100.106793826	0.710238400
1656465985.2024291	2.79000	5.586630	3410.055000000	-11.41	3342.637380139	99.879000000	0.79	99.869601962	0.181678100
1656465986.4587140	2.78900	5.582316	3410.360000000	-11.41	3342.936350214	99.821600000	0.66	99.814977342	-0.921178600
1656465988.7649100	2.78000	5.575126	3410.360000000	-11.41	3342.936350214	99.888400000	0.68	99.881282183	-0.947135400
1656465989.9823191	2.78000	5.570812	3410.360000000	-11.42	3342.865668790	99.697800000	0.71	99.690188482	-0.687684500
1656465991.2582719	2.78400	5.566498	3410.055000000	-11.41	3342.637380139	99.764400000	0.72	99.756523022	1.131884000
1656465992.4776671	2.78800	5.562184	3408.220000000	-11.41	3340.838658537	99.573800000	0.76	99.564994108	-0.665435700
1656465994.2111170	2.77800	5.556432	3410.055000000	-11.41	3342.637380139	99.678600000	0.76	99.669784840	0.997447200
1656465995.4597130	2.78500	5.552118	3408.525000000	-11.41	3341.137628612	99.745400000	0.71	99.737784847	0.898401200
1656465997.6937561	2.79700	5.544928	3407.305000000	-11.41	3339.941748310	99.611800000	0.85	99.600941537	1.282225000
1656465998.9025331	2.78400	5.540614	3409.445000000	-11.41	3342.039439988	99.440200000	0.80	99.430555372	0.852381200
1656466000.6698220	2.78000	5.534862	3408.525000000	-11.41	3341.137628612	99.640400000	0.77	99.631448906	-0.187076600
1656466001.8795969	2.78500	5.530548	3409.750000000	-11.41	3342.338410063	99.459200000	0.71	99.451606698	-0.563830400
1656466003.6681800	2.78700	5.524796	3407.000000000	-11.41	3339.642778234	99.640400000	0.73	99.632401149	-1.273912000
1656466004.8889289	2.77900	5.520482	3407.610000000	-11.41	3340.240718386	99.440200000	0.80	99.430555372	-0.046123360
1656466006.6592031	2.79100	5.514730	3407.610000000	-11.41	3340.240718386	99.325800000	0.76	99.317153823	-1.129538000
1656466007.8746099	2.77200	5.510416	3407.305000000	-11.41	3339.941748310	99.344800000	0.73	99.336692515	-1.267607000
1656466009.7669101	2.79000	5.504664	3406.695000000	-11.41	3339.343808159	99.163600000	0.89	99.151690480	-0.098779900
1656466010.9786949	2.77900	5.500350	3408.835000000	-11.41	3341.441499836	99.068200000	0.87	99.056779393	-1.206793000
1656466012.2888441	2.78500	5.496036	3406.695000000	-11.41	3339.343808159	98.858400000	0.91	98.846040934	0.760709100
1656466013.5065930	2.77600	5.491722	3407.000000000	-11.41	3339.642778234	99.116000000	0.82	99.105948255	-1.120020000
1656466015.2832019	2.78700	5.485970	3407.305000000	-11.41	3339.941748310	99.144600000	0.84	99.133945217	0.858272600
1656466016.5016069	2.79200	5.481656	3409.140000000	-11.41	3341.740469912	99.058800000	0.85	99.048001818	-1.054221000
1656466018.2662570	2.79800	5.475904	3405.780000000	-11.41	3338.517447823	99.049200000	0.78	99.040021785	0.578685400
1656466019.4720409	2.78400	5.471590	3407.915000000	-11.41	3340.539688461	99.058800000	0.83	99.048305972	0.626024800
1656466021.6921251	2.78600	5.464400	3407.000000000	-11.41	3339.642778234	99.154200000	0.95	99.140628038	-1.235305000
1656466022.9098799	2.79500	5.461524	3406.085000000	-11.41	3338.745868008	98.992000000	0.77	98.982967663	0.798572500
1656466024.7964909	2.78600	5.454334	3407.000000000	-11.41	3339.642778234	98.763200000	0.88	98.751656975	-1.080796000
1656466026.0132420	2.77600	5.450020	3407.000000000	-11.41	3339.642778234	98.753600000	0.79	98.744307855	-0.420157900
1656466027.4563949	2.78800	5.445706	3406.695000000	-11.41	3339.343808159	98.839400000	0.87	98.828005770	0.965063700
1656466028.6711559	2.78900	5.441392	3406.085000000	-11.41	3338.745868008	98.601000000	0.97	98.586986390	0.171954500
1656466030.5980179	2.79300	5.435640	3407.000000000	-11.41	3339.642778234	98.534200000	0.83	98.523761546	-1.172101000
1656466031.8011539	2.78600	5.431326	3406.695000000	-11.41	3339.343808159	98.543800000	0.92	98.530985886	0.736647900
1656466033.6681881	2.78400	5.425574	3406.085000000	-11.41	3338.745868008	98.629600000	0.90	98.617432311	-0.411505300
1656466034.8766100	2.77000	5.421260	3405.170000000	-11.41	3337.848957781	98.305400000	0.81	98.295576530	1.372413000
1656466036.7725561	2.78600	5.414070	3407.305000000	-11.41	3339.941748310	98.334000000	0.81	98.324173672	-1.426238000
1656466037.9763479	2.79000	5.411194	3405.780000000	-11.41	3338.446897932	98.267200000	0.84	98.256639509	0.434484000
1656466039.2044311	2.79100	5.406880	3405.475000000	-11.41	3338.218471430	98.267200000	0.85	98.256335631	1.062544000
1656466040.4667060	2.78600	5.402566	3407.305000000	-11.41	3339.941748310	98.486600000	0.88	98.474931085	-0.134749500
1656466042.7070861	2.78400	5.395376	3405.780000000	-11.41	3338.446897932	98.067000000	0.87	98.055694812	-1.086688000
1656466043.9657350	2.78900	5.391062	3404.865000000	-11.41	3337.620518643	98.334000000	0.71	98.326364821	0.640403600
1656466045.2134039	2.77600	5.386748	3407.610000000	-11.41	3340.240718386	98.238600000	0.86	98.227585282	0.273143000
1656466046.4650741	2.79200	5.382434	3403.950000000	-11.41	3336.723589462	98.171800000	0.97	98.157847390	0.294114100
1656466048.6851461	2.78800	5.375244	3405.170000000	-11.41	3337.919495036	98.105000000	0.97	98.090883144	-1.335221000
1656466049.8905749	2.78700	5.370930	3407.000000000	-11.41	3339.642778234	97.885800000	1.01	97.870471170	0.605754200
1656466051.7725561	2.78300	5.365178	3404.255000000	-11.41	3337.022565856	97.847600000	0.95	97.834206882	1.224956000
1656466052.9753499	2.78300	5.360864	3405.170000000	-11.41	3337.848957781	97.952400000	0.99	97.937778248	0.181842800
1656466054.2120550	2.78000	5.356550	3405.475000000	-11.41	3338.147927857	97.752200000	0.94	97.738988769	-1.403535000
1656466055.4697001	2.79200	5.352236	3403.950000000	-11.41	3336.723589462	97.637800000	0.92	97.625268046	0.954434100
1656466057.7187049	2.78800	5.345046	3404.865000000	-11.41	3337.620518643	97.790400000	0.92	97.777683854	0.632245600
1656466058.9703670	2.78300	5.340732	3404.255000000	-11.41	3337.022565856	97.895200000	0.76	97.886678355	-1.312518000
1656466060.2120571	2.77700	5.336418	3406.085000000	-11.41	3338.745868008	97.876200000	0.91	97.863801123	0.114397600
1656466061.4198380	2.78600	5.332104	3403.035000000	-11.41	3335.826660281	97.513800000	0.86	97.502713101	-0.127044600
1656466063.6851490	2.78700	5.324914	3404.255000000	-11.41	3336.952047555	97.799800000	1.03	97.784120009	-1.177747000
1656466064.8949130	2.77900	5.320600	3403.645000000	-11.41	3336.354107404	97.704600000	0.91	97.692385179	0.800714800
1656466066.6901350	2.77800	5.314848	3404.255000000	-11.41	3337.022565856	97.494800000	0.99	97.480246556	-1.145072000
1656466067.8979130	2.79400	5.310534	3405.170000000	-11.41	3337.919495036	97.466200000	1.01	97.450936879	0.603158600
1656466069.6711941	2.78900	5.304782	3402.730000000	-11.41	3335.527683888	97.428000000	1.02	97.412561774	-1.214291000
1656466070.8959191	2.79300	5.300468	3402.425000000	-11.41	3335.228707494	97.313600000	0.97	97.299769361	0.678761900
1656466072.6741860	2.78200	5.294716	3403.035000000	-11.41	3335.826660281	97.437600000	0.89	97.425897772	0.736895200
1656466073.8836010	2.79100	5.290402	3403.645000000	-11.41	3336.424613068	97.246800000	0.85	97.236199340	0.287274600
1656466075.7775509	2.78400	5.284650	3403.645000000	-11.41	3336.424613068	97.332600000	0.97	97.318766661	-1.019776000
1656466076.9807050	2.79200	5.280336	3402.730000000	-11.41	3335.527683888	97.351600000	1.09	97.333919279	-0.279246100
1656466078.2752471	2.78400	5.276022	3402.120000000	-11.41	3334.929731101	97.218200000	1.06	97.201688449	-1.384456000
1656466079.4956360	2.78000	5.271708	3402.425000000	-11.41	3335.228707494	97.065600000	0.96	97.051975443	-0.319253300
1656466081.7147219	2.78000	5.264518	3403.035000000	-11.41	3335.826660281	97.103800000	0.93	97.091008622	0.667513000
1656466082.9777040	2.80000	5.260204	3400.900000000	-11.41	3333.733825527	97.008400000	1.14	96.989198752	0.772326900
1656466084.2822280	2.77900	5.255890	3403.645000000	-11.41	3336.424613068	96.874800000	0.95	96.861540037	-0.605775300
1656466085.4926460	2.79100	5.251576	3403.035000000	-11.41	3335.826660281	96.865200000	1.05	96.848934817	-1.347786000
1656466087.7180581	2.78700	5.244386	3402.120000000	-11.41	3334.929731101	97.027400000	1.12	97.008995086	1.249183000
1656466088.9773540	2.78600	5.240072	3401.205000000	-11.41	3334.032801920	96.808000000	0.97	96.794069776	0.007728110
1656466090.2330029	2.77800	5.235758	3402.425000000	-11.41	3335.228707494	96.798600000	0.98	96.784325091	-1.241610000
1656466091.4816749	2.77100	5.231444	3401.205000000	-11.41	3334.032801920	96.741400000	0.97	96.727479359	-1.353266000
1656466093.7190659	2.79500	5.224254	3399.065000000	-11.40	3332.005440166	96.560200000	1.25	96.537294757	1.099665000
1656466094.9278340	2.79000	5.221378	3400.900000000	-11.41	3333.733825527	96.693600000	1.10	96.675845279	-1.078323000
1656466096.8204410	2.78500	5.214188	3401.815000000	-11.41	3334.630754707	96.588800000	1.06	96.572395347	0.032902720
1656466098.0282209	2.78800	5.209874	3399.980000000	-11.41	3332.831995094	96.674600000	1.19	96.653609148	-0.078961560
1656466099.2952051	2.78300	5.205560	3401.205000000	-11.41	3334.032801920	96.455200000	1.07	96.438443616	-0.636511500
1656466100.5106010	2.78200	5.202684	3400.290000000	-11.41	3333.135872740	96.293000000	1.03	96.277561590	0.908495200
1656466102.7296889	2.77500	5.194056	3402.120000000	-11.41	3334.929731101	96.426600000	1.13	96.407714281	0.906023000
1656466103.9956629	2.78900	5.189742	3399.370000000	-11.41	3332.234042307	96.646000000	0.99	96.631573260	0.870920400
1656466105.2280240	2.78600	5.186866	3400.595000000	-11.41	3333.434849133	96.369400000	0.98	96.355361165	-1.137656000
1656466106.4886601	2.78500	5.182552	3399.065000000	-11.40	3332.005440166	96.407600000	1.11	96.389508758	-1.332667000
1656466108.7246981	2.77800	5.173924	3402.425000000	-11.41	3335.228707494	96.178600000	1.04	96.162634145	0.876152700
1656466109.9278431	2.77600	5.171048	3398.150000000	-11.40	3331.108492041	96.312200000	1.05	96.296027674	-0.870663900
1656466111.6901541	2.78800	5.165296	3400.290000000	-11.41	3333.135872740	96.083200000	1.10	96.065364023	0.885876200
1656466112.9065480	2.78500	5.160982	3400.290000000	-11.41	3333.135872740	96.092800000	1.02	96.077573347	0.869066900
1656466114.6352999	2.78000	5.155230	3398.150000000	-11.40	3331.108492041	95.892600000	1.07	95.875753655	-1.139592000
1656466115.8460929	2.78600	5.150916	3399.675000000	-11.40	3332.603405582	95.892600000	1.22	95.870933535	1.270936000
1656466117.7975140	2.78300	5.143726	3399.980000000	-11.41	3332.831995094	95.902000000	1.19	95.881385646	-1.306132000
1656466119.0106280	2.78800	5.140850	3398.455000000	-11.41	3331.337113126	96.140600000	1.15	96.121369688	0.843480900
1656466120.2981980	2.78900	5.136536	3398.150000000	-11.40	3331.108492041	96.035600000	1.00	96.021090089	1.169706000
1656466121.5066149	2.79400	5.132222	3399.370000000	-11.41	3332.234042307	96.026000000	1.13	96.007391226	1.048247000
1656466123.3121591	2.79200	5.126470	3397.540000000	-11.40	3330.510526624	95.844800000	1.14	95.825829068	-1.299580000
1656466124.5275619	2.78300	5.122156	3398.150000000	-11.40	3331.108492041	95.692200000	1.16	95.672656443	1.260634000
1656466126.5272300	2.78000	5.114966	3399.065000000	-11.40	3332.005440166	95.730400000	1.18	95.710236124	1.052779000
1656466127.7449820	2.77700	5.110652	3399.980000000	-11.41	3332.831995094	95.873400000	1.16	95.853819436	-1.308315000
1656466129.6738400	2.79100	5.104900	3397.845000000	-11.41	3330.739160339	95.892600000	1.03	95.877045449	1.003545000
1656466130.9168711	2.78800	5.100586	3396.625000000	-11.40	3329.613578500	95.501600000	1.10	95.484064152	-1.086894000
1656466132.6528950	2.77900	5.094834	3399.980000000	-11.41	3332.831995094	95.644600000	1.12	95.626457386	0.970914000
1656466133.9155309	2.78700	5.090520	3396.930000000	-11.40	3329.912561208	95.387200000	1.16	95.367718734	-0.636593200
1656466135.6449170	2.77800	5.084768	3399.370000000	-11.41	3332.234042307	95.272600000	1.05	95.256602239	0.195191600
1656466136.9045601	2.79600	5.080454	3398.760000000	-11.41	3331.636089519	95.387200000	1.16	95.367718734	-1.509052000
1656466138.8327639	2.78000	5.074702	3398.150000000	-11.40	3331.108492041	95.425200000	1.15	95.405912402	-1.097276000
1656466140.0435350	2.78900	5.070388	3396.930000000	-11.40	3329.912561208	95.387200000	1.15	95.367920083	-0.675117600
1656466141.5711169	2.78300	5.064636	3396.625000000	-11.40	3329.613578500	95.387200000	1.31	95.362345132	-1.169628000
1656466142.8207870	2.78400	5.060322	3396.930000000	-11.40	3329.912561208	95.434800000	1.18	95.414492753	-0.763825600
1656466144.6492591	2.79700	5.054570	3394.795000000	-11.40	3327.819682250	95.368000000	1.25	95.345377562	1.194137000
1656466145.8610330	2.78900	5.050256	3397.540000000	-11.40	3330.510526624	95.167800000	1.28	95.144126718	-0.475863700
1656466147.7180870	2.77700	5.044504	3396.625000000	-11.40	3329.613578500	95.101000000	1.24	95.078657282	-1.123729000
1656466148.9324839	2.78800	5.040190	3394.795000000	-11.40	3327.819682250	95.139200000	1.19	95.118542528	0.163590900
1656466150.7177269	2.78600	5.034438	3396.625000000	-11.40	3329.613578500	95.167800000	1.04	95.152183000	0.014238080
1656466151.9235120	2.77300	5.030124	3396.930000000	-11.40	3329.912561208	95.034200000	1.19	95.013565327	1.332531000
1656466153.6572461	2.78800	5.024372	3395.405000000	-11.40	3328.417647666	94.967400000	1.15	94.948204934	0.852873500
1656466154.8676629	2.79000	5.021496	3395.405000000	-11.40	3328.417647666	95.005600000	1.13	94.987188969	-0.363711000
1656466156.6489120	2.77800	5.014306	3397.845000000	-11.41	3330.739160339	94.662400000	1.27	94.639073014	0.891232000
1656466157.8600430	2.79600	5.011430	3395.100000000	-11.40	3328.118664958	94.691000000	1.31	94.666099668	-0.171254700
1656466159.7220790	2.78200	5.004240	3395.100000000	-11.40	3328.118664958	94.624200000	1.22	94.602820124	0.386032200
1656466160.9308369	2.78800	4.999926	3394.185000000	-11.40	3327.221716833	94.881600000	1.25	94.858876016	0.174673800
1656466162.8237989	2.78400	4.994174	3395.405000000	-11.40	3328.417647666	94.719600000	1.10	94.702207741	-1.251909000
1656466164.0355699	2.78300	4.989860	3395.710000000	-11.40	3328.716630375	94.519200000	1.24	94.496993968	-0.521927800
1656466165.5644901	2.79100	4.985546	3394.185000000	-11.40	3327.221716833	94.700400000	1.27	94.677063650	-0.150942100
1656466166.8261290	2.78100	4.981232	3396.320000000	-11.40	3329.314595791	94.624200000	1.39	94.596515783	-0.508948900
1656466168.7260740	2.78600	4.974042	3394.185000000	-11.40	3327.221716833	94.328600000	1.30	94.304245938	0.640032800
1656466169.9344850	2.77500	4.971166	3395.100000000	-11.40	3328.118664958	94.385800000	1.24	94.363839031	0.899678200
1656466171.7250700	2.79000	4.963976	3394.185000000	-11.40	3327.221716833	94.462000000	1.19	94.441695177	-0.863247400
1656466172.9398389	2.78600	4.961100	3395.100000000	-11.40	3328.118664958	94.309400000	1.14	94.290732976	-1.344944000
1656466174.6658721	2.78500	4.955348	3393.270000000	-11.40	3326.324768709	94.328600000	1.22	94.307286913	1.049895000
1656466175.9238579	2.78600	4.951034	3395.710000000	-11.40	3328.716630375	94.271400000	1.24	94.249252185	-1.100531000
1656466177.6562519	2.77900	4.945282	3393.880000000	-11.40	3326.922734125	94.423800000	1.29	94.399868645	-1.140992000
1656466178.8786371	2.79300	4.940968	3393.880000000	-11.40	3326.922734125	94.347600000	1.27	94.324569395	-0.003190524
1656466180.6469231	2.78700	4.935216	3393.270000000	-11.40	3326.324768709	94.214000000	1.24	94.191865671	-0.933291800
1656466181.8650379	2.77400	4.930902	3393.270000000	-11.40	3326.324768709	94.109200000	1.25	94.086876164	0.422988700
1656466183.8307891	2.78800	4.923712	3391.440000000	-11.39	3324.601052386	93.899400000	1.24	93.877339582	-1.137943000
1656466185.0535240	2.78100	4.919398	3393.270000000	-11.40	3326.324768709	93.794400000	1.18	93.774643908	-0.396054700
1656466186.5694871	2.78300	4.915084	3392.660000000	-11.39	3325.797008465	94.090200000	1.19	94.069975097	-1.397313000
1656466187.8287721	2.78000	4.910770	3393.575000000	-11.40	3326.623751417	93.832600000	1.36	93.806089846	0.142043100
1656466189.6429341	2.79000	4.905018	3392.355000000	-11.39	3325.498019445	93.727800000	1.44	93.698199756	0.776159500
