------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1653748758.4838140	300.94000	94195.000000000	-0.43	94192.322570611	7003.825000000	-1.13	7002.453259511
1653748760.1816521	300.87000	94166.400000000	-0.43	94163.723383547	7003.075000000	-1.13	7001.703406403
1653748762.0897319	300.96000	94166.400000000	-0.43	94163.797217341	7003.075000000	-1.14	7001.688854268
1653748763.2829139	301.15000	94118.700000000	-0.43	94116.098535781	7001.550000000	-1.14	7000.164156117
1653748765.1037030	300.76000	94099.600000000	-0.43	94096.925282292	7000.775000000	-1.14	6999.389309515
1653748766.7825840	300.82000	94099.600000000	-0.43	94096.999063709	7000.775000000	-1.13	6999.403856871
1653748768.0827999	300.77000	94090.100000000	-0.42	94087.572068476	7000.025000000	-1.13	6998.654003763
1653748769.7832699	300.77000	94080.600000000	-0.43	94077.925822354	6999.250000000	-1.13	6997.879155552
1653748772.1828790	300.82000	94071.000000000	-0.43	94068.326095227	6998.500000000	-1.14	6997.114759815
1653748773.3836780	300.92000	94061.500000000	-0.43	94058.826365258	6997.725000000	-1.13	6996.354454232
1653748775.0864980	300.79000	94061.500000000	-0.43	94058.826365258	6996.975000000	-1.13	6995.604601124
1653748776.7829840	300.68000	94061.500000000	-0.41	94059.044525477	6996.200000000	-1.14	6994.815215063
1653748777.9894090	300.69000	94061.500000000	-0.42	94058.972836876	6995.450000000	-1.14	6994.065363513
1653748779.1862240	300.64000	94061.500000000	-0.43	94058.900116803	6995.450000000	-1.13	6994.079899804
1653748780.3873780	300.64000	94061.500000000	-0.42	94058.972836876	6994.675000000	-1.13	6993.305051592
1653748782.0908420	300.66000	94061.500000000	-0.42	94058.972836876	6993.925000000	-1.13	6992.555198484
1653748783.3913779	300.66000	94061.500000000	-0.43	94058.900116803	6993.150000000	-1.13	6991.780350273
1653748785.0918629	300.67000	94061.500000000	-0.42	94058.972836876	6992.400000000	-1.13	6991.044950452
1653748787.2926321	300.67000	94052.000000000	-0.42	94049.473092114	6991.625000000	-1.13	6990.255648953
1653748788.4931180	300.74000	94023.300000000	-0.41	94020.845522688	6990.850000000	-1.14	6989.466274009
1653748790.1912401	300.71000	94013.800000000	-0.42	94011.274118439	6990.100000000	-1.14	6988.716422460
1653748792.1939070	300.62000	93985.200000000	-0.43	93982.602225754	6989.325000000	-1.13	6987.956099422
1653748793.3940649	300.58000	93956.600000000	-0.42	93954.075655239	6988.575000000	-1.13	6987.206246313
1653748795.2976401	300.58000	93918.400000000	-0.42	93915.876681563	6987.800000000	-1.13	6986.431398102
1653748797.0021160	300.58000	93918.400000000	-0.42	93915.876681563	6987.050000000	-1.13	6985.681544994
1653748798.3000050	300.48000	93899.400000000	-0.42	93896.877192039	6986.275000000	-1.13	6984.906696782
1653748800.0044661	300.46000	93899.400000000	-0.41	93896.948757096	6985.525000000	-1.13	6984.156843674
1653748802.2043591	300.39000	93880.300000000	-0.42	93877.777705201	6984.750000000	-1.13	6983.381995462
1653748803.4051630	300.49000	93880.300000000	-0.41	93877.849255702	6984.000000000	-1.13	6982.632142354
1653748805.0976510	300.49000	93880.300000000	-0.42	93877.777705201	6983.225000000	-1.13	6981.857294143
1653748806.8958609	300.63000	93880.300000000	-0.42	93877.777705201	6982.475000000	-1.13	6981.107441035
1653748808.1026480	300.38000	93880.300000000	-0.41	93877.849255702	6982.475000000	-1.13	6981.107441035
1653748809.8948770	300.38000	93880.300000000	-0.41	93877.849255702	6980.950000000	-1.13	6979.597169335
1653748812.0993609	300.42000	93880.300000000	-0.42	93877.777705201	6980.175000000	-1.13	6978.822319522
1653748813.2998040	300.35000	93880.300000000	-0.41	93877.919776716	6979.425000000	-1.13	6978.058038395
1653748815.0022690	300.20000	93880.300000000	-0.41	93877.919776716	6978.650000000	-1.13	6977.283190183
1653748817.1994190	300.17000	93870.800000000	-0.41	93868.349503699	6977.900000000	-1.13	6976.547760392
1653748818.4002190	300.39000	93832.600000000	-0.41	93830.150500910	6977.125000000	-1.13	6975.772910578
1653748820.1004310	300.22000	93813.500000000	-0.41	93811.121470351	6976.375000000	-1.13	6975.023055920
1653748821.8976469	300.10000	93804.000000000	-0.41	93801.621711212	6975.600000000	-1.13	6974.248206106
1653748823.1004441	300.05000	93765.900000000	-0.41	93763.452242112	6974.850000000	-1.13	6973.498351448
1653748824.8968630	300.07000	93737.200000000	-0.41	93734.752991326	6974.075000000	-1.13	6972.723501634
1653748827.1009901	300.11000	93727.700000000	-0.41	93725.253239323	6973.325000000	-1.13	6971.973646976
1653748828.3031440	300.03000	93727.700000000	-0.41	93725.323645707	6972.550000000	-1.13	6971.198797162
1653748830.0056009	300.01000	93699.100000000	-0.41	93696.724370826	6971.800000000	-1.13	6970.448942504
1653748832.2014079	299.97000	93699.100000000	-0.41	93696.724370826	6971.025000000	-1.13	6969.674092690
1653748833.4032080	299.96000	93699.100000000	-0.41	93696.724370826	6969.500000000	-1.13	6968.149388218
1653748835.1023860	299.95000	93699.100000000	-0.41	93696.724370826	6968.725000000	-1.13	6967.374538405
1653748836.9019489	299.82000	93699.100000000	-0.40	93696.793728228	6968.725000000	-1.13	6967.374538405
1653748838.1063819	299.91000	93699.100000000	-0.40	93696.793728228	6967.975000000	-1.13	6966.624683746
1653748840.0143011	299.71000	93699.100000000	-0.40	93696.793728228	6966.450000000	-1.13	6965.099979275
1653748841.7041550	299.68000	93699.100000000	-0.40	93696.793728228	6965.675000000	-1.13	6964.325129461
1653748843.2051640	299.75000	93699.100000000	-0.41	93696.724370826	6964.925000000	-1.13	6963.560878306
1653748844.9062691	299.75000	93680.000000000	-0.40	93677.694198347	6964.150000000	-1.12	6962.814743528
1653748847.1054151	299.66000	93661.000000000	-0.40	93658.762968122	6963.400000000	-1.12	6962.064887328
1653748848.3072140	299.77000	93641.900000000	-0.40	93639.595136125	6962.625000000	-1.12	6961.290035921
1653748850.0121701	299.71000	93603.700000000	-0.40	93601.396076365	6961.875000000	-1.12	6960.540179721
1653748851.7106709	299.80000	93565.600000000	-0.40	93563.297014143	6961.100000000	-1.13	6959.751016045
1653748852.9121170	299.64000	93546.500000000	-0.40	93544.197484262	6960.350000000	-1.13	6959.001161387
1653748854.6145840	299.58000	93546.500000000	-0.41	93544.128239818	6959.575000000	-1.13	6958.226311573
1653748855.8153839	299.51000	93527.400000000	-0.40	93525.097954382	6958.825000000	-1.13	6957.476456915
1653748857.5198450	299.58000	93527.400000000	-0.40	93525.097954382	6958.050000000	-1.13	6956.701607101
1653748859.7197289	299.53000	93527.400000000	-0.40	93525.097954382	6956.525000000	-1.13	6955.176902629
1653748861.1286891	299.61000	93527.400000000	-0.40	93525.097954382	6956.525000000	-1.12	6955.191205492
1653748862.8223181	299.40000	93527.400000000	-0.40	93525.097954382	6955.000000000	-1.12	6953.666497884
1653748864.5276361	299.37000	93527.400000000	-0.41	93525.028724076	6955.000000000	-1.12	6953.666497884
1653748866.7257810	299.33000	93527.400000000	-0.40	93525.166159071	6954.250000000	-1.12	6952.916641684
1653748867.9276741	299.48000	93527.400000000	-0.40	93525.166159071	6953.475000000	-1.12	6952.141790277
1653748869.6294060	299.46000	93527.400000000	-0.40	93525.097954382	6951.950000000	-1.12	6950.617082669
1653748870.8202319	299.41000	93517.900000000	-0.40	93515.598188211	6951.950000000	-1.12	6950.617082669
1653748872.5353069	299.33000	93498.800000000	-0.40	93496.566842163	6950.425000000	-1.12	6949.092375062
1653748874.2251599	299.29000	93479.800000000	-0.39	93477.634440846	6950.425000000	-1.12	6949.092375062
1653748875.4256070	299.33000	93460.700000000	-0.40	93458.399596109	6949.675000000	-1.12	6948.342518862
1653748877.1284249	299.23000	93432.100000000	-0.40	93429.868435249	6948.900000000	-1.12	6947.567667455
1653748878.3308690	299.30000	93393.900000000	-0.39	93391.736430811	6947.375000000	-1.12	6946.042959847
1653748880.0273631	299.21000	93365.300000000	-0.40	93363.070030724	6946.600000000	-1.12	6945.268108440
1653748881.7251949	299.23000	93365.300000000	-0.40	93363.070030724	6946.600000000	-1.12	6945.268108440
1653748882.9249890	299.18000	93346.200000000	-0.39	93344.037535833	6945.850000000	-1.12	6944.518252240
1653748884.6274619	299.04000	93346.200000000	-0.38	93344.103561119	6945.075000000	-1.12	6943.743400833
1653748885.8289101	299.12000	93346.200000000	-0.39	93344.037535833	6944.325000000	-1.12	6942.993544633
1653748887.5313749	299.08000	93346.200000000	-0.39	93344.037535833	6943.550000000	-1.12	6942.218693226
1653748889.2313590	299.19000	93346.200000000	-0.39	93344.037535833	6942.800000000	-1.12	6941.468837025
1653748890.4321589	299.02000	93346.200000000	-0.39	93344.037535833	6942.025000000	-1.12	6940.693985618
1653748892.1316350	299.06000	93346.200000000	-0.39	93344.037535833	6941.275000000	-1.12	6939.958324820
1653748893.3324339	298.96000	93346.200000000	-0.39	93344.037535833	6940.500000000	-1.12	6939.183471828
1653748895.0358961	299.01000	93346.200000000	-0.39	93344.037535833	6939.750000000	-1.12	6938.419421810
1653748896.7337589	298.85000	93346.200000000	-0.39	93344.037535833	6938.975000000	-1.12	6937.658761102
1653748897.9332030	298.81000	93336.700000000	-0.39	93334.537755910	6938.225000000	-1.12	6936.908903368
1653748899.6350341	298.82000	93327.200000000	-0.38	93325.103987835	6937.450000000	-1.12	6936.119862796
1653748900.8354750	298.83000	93298.600000000	-0.39	93296.438638537	6936.700000000	-1.12	6935.384192642
1653748902.5389390	298.79000	93269.900000000	-0.39	93267.739303403	6935.925000000	-1.12	6934.609339650
1653748904.2367711	298.80000	93241.300000000	-0.39	93239.139965953	6935.175000000	-1.12	6933.859481916
1653748905.4362180	298.68000	93193.700000000	-0.39	93191.541068657	6934.400000000	-1.12	6933.084628924
1653748907.1360469	298.84000	93193.700000000	-0.38	93191.606986078	6933.650000000	-1.12	6932.334771190
1653748908.3378601	298.75000	93184.100000000	-0.38	93182.007201682	6932.875000000	-1.12	6931.559918198
1653748910.0409560	298.80000	93165.000000000	-0.38	93162.907630644	6932.125000000	-1.12	6930.810060464
1653748911.7377911	298.62000	93165.000000000	-0.38	93162.972506119	6931.350000000	-1.12	6930.035207472
1653748912.9372420	298.61000	93165.000000000	-0.38	93162.907630644	6930.600000000	-1.12	6929.285349738
1653748914.6387110	298.72000	93165.000000000	-0.39	93162.841733524	6930.600000000	-1.12	6929.285349738
1653748915.8398659	298.51000	93165.000000000	-0.38	93162.907630644	6929.075000000	-1.12	6927.760639012
1653748917.5449669	298.57000	93165.000000000	-0.38	93162.972506119	6928.300000000	-1.12	6926.985786020
1653748919.2434480	298.69000	93165.000000000	-0.38	93162.907630644	6927.550000000	-1.11	6926.250019665
1653748920.4447639	298.64000	93165.000000000	-0.38	93162.907630644	6926.775000000	-1.12	6925.461075293
1653748922.1432419	298.60000	93165.000000000	-0.38	93162.972506119	6926.775000000	-1.12	6925.461075293
1653748923.3440430	298.62000	93165.000000000	-0.38	93162.972506119	6925.250000000	-1.12	6923.936364567
1653748925.0468600	298.48000	93155.500000000	-0.39	93153.341953601	6924.475000000	-1.12	6923.161511575
1653748926.7480049	298.44000	93136.400000000	-0.38	93134.373128523	6923.725000000	-1.12	6922.411653841
1653748927.9488060	298.32000	93117.400000000	-0.38	93115.373542009	6922.950000000	-1.12	6921.636800849
1653748929.6486349	298.20000	93107.800000000	-0.38	93105.773750928	6922.200000000	-1.12	6920.886943115
1653748930.8484361	298.17000	93060.100000000	-0.38	93058.074788994	6922.200000000	-1.12	6920.886943115
1653748932.5568881	298.18000	93012.500000000	-0.37	93010.539574192	6920.675000000	-1.12	6919.362232389
1653748934.2520170	298.26000	93012.500000000	-0.37	93010.539574192	6919.900000000	-1.12	6918.587379397
1653748935.4568059	298.31000	92993.400000000	-0.38	92991.311484565	6919.150000000	-1.11	6917.851595956
1653748937.1522999	298.26000	92983.800000000	-0.38	92981.776449465	6919.150000000	-1.12	6917.837521663
1653748938.3534451	298.31000	92983.800000000	-0.37	92981.840179102	6917.625000000	-1.11	6916.326882128
1653748940.0589111	298.18000	92983.800000000	-0.38	92981.776449465	6916.850000000	-1.12	6915.537957945
1653748941.7570391	298.20000	92983.800000000	-0.38	92981.776449465	6916.850000000	-1.12	6915.537957945
1653748942.9588301	298.06000	92983.800000000	-0.37	92981.902889079	6915.325000000	-1.11	6914.027313731
1653748944.6596551	298.09000	92983.800000000	-0.37	92981.840179102	6914.575000000	-1.11	6913.277454471
1653748945.8611031	298.09000	92983.800000000	-0.37	92981.840179102	6914.575000000	-1.11	6913.277454471
1653748947.5669320	298.15000	92983.800000000	-0.38	92981.776449465	6913.050000000	-1.11	6911.752740643
1653748949.2640381	298.08000	92983.800000000	-0.37	92981.902889079	6913.050000000	-1.11	6911.752740643
1653748950.4668319	298.03000	92983.800000000	-0.37	92981.902889079	6911.525000000	-1.11	6910.228026815
1653748952.1682999	298.00000	92974.300000000	-0.38	92972.276656208	6910.750000000	-1.11	6909.453172247
1653748953.3591299	298.00000	92955.200000000	-0.37	92953.240781905	6910.750000000	-1.11	6909.453172247
1653748955.0645859	298.03000	92926.600000000	-0.37	92924.704056107	6909.225000000	-1.11	6907.928458419
1653748956.7625430	297.94000	92917.100000000	-0.37	92915.141584939	6909.225000000	-1.11	6907.928458419
1653748957.9642191	298.00000	92888.500000000	-0.37	92886.542187741	6908.475000000	-1.10	6907.192575992
1653748959.1680131	297.83000	92859.900000000	-0.37	92858.005416960	6907.700000000	-1.11	6906.403744591
1653748960.3611810	297.80000	92821.700000000	-0.37	92819.743595686	6906.950000000	-1.10	6905.667859079
1653748962.0643020	297.88000	92812.200000000	-0.37	92810.243795918	6906.175000000	-1.11	6904.879030762
1653748963.2774241	297.64000	92802.600000000	-0.37	92800.643998257	6905.425000000	-1.11	6904.129171503
1653748964.9629791	297.64000	92793.100000000	-0.37	92791.206779854	6904.650000000	-1.10	6903.368286029
1653748967.1641321	297.61000	92802.600000000	-0.36	92800.768156128	6903.875000000	-1.10	6902.593429892
1653748968.3635750	297.76000	92793.100000000	-0.36	92791.268343650	6903.125000000	-1.10	6901.843569115
1653748970.0670381	297.71000	92793.100000000	-0.37	92791.206779854	6901.600000000	-1.10	6900.318852202
1653748971.7635200	297.55000	92793.100000000	-0.36	92791.268343650	6901.600000000	-1.10	6900.318852202
1653748972.9633231	297.55000	92802.600000000	-0.36	92800.768156128	6900.825000000	-1.10	6899.543996066
1653748974.1641240	297.49000	92802.600000000	-0.37	92800.706586029	6900.075000000	-1.10	6898.794135289
1653748975.4796190	297.60000	92793.100000000	-0.37	92791.206779854	6899.300000000	-1.11	6898.005320882
1653748976.6648180	297.46000	92793.100000000	-0.36	92791.268343650	6899.300000000	-1.11	6898.005320882
1653748978.1737969	297.38000	92793.100000000	-0.36	92791.268343650	6897.775000000	-1.11	6896.480607053
1653748979.8662930	297.48000	92774.000000000	-0.36	92772.168720667	6897.025000000	-1.10	6895.744701462
1653748982.0694339	297.44000	92764.500000000	-0.36	92762.668908189	6896.250000000	-1.10	6894.969845325
1653748983.2668891	297.24000	92726.300000000	-0.36	92724.469662224	6895.500000000	-1.10	6894.219984548
1653748984.9673619	297.28000	92669.100000000	-0.36	92667.270791303	6894.725000000	-1.10	6893.445128412
1653748986.6688321	297.34000	92640.500000000	-0.35	92638.791233258	6893.975000000	-1.10	6892.695267635
1653748987.8696320	297.19000	92640.500000000	-0.36	92638.671355843	6893.200000000	-1.11	6891.906465569
1653748989.5720990	297.26000	92621.400000000	-0.36	92619.571732861	6892.450000000	-1.10	6891.170550721
1653748990.7692640	297.18000	92621.400000000	-0.35	92619.632167054	6891.675000000	-1.10	6890.395694585
1653748992.4703751	297.12000	92611.900000000	-0.35	92610.132348378	6890.925000000	-1.11	6889.631892481
1653748994.1728880	297.24000	92621.400000000	-0.36	92619.571732861	6890.150000000	-1.10	6888.870977672
1653748995.3736899	297.20000	92611.900000000	-0.35	92610.132348378	6889.400000000	-1.10	6888.121116895
1653748997.0765121	297.23000	92611.900000000	-0.35	92610.191760789	6888.625000000	-1.10	6887.346260758
1653748998.2699759	297.18000	92621.400000000	-0.35	92619.632167054	6887.875000000	-1.10	6886.596399981
1653748999.9717960	297.11000	92621.400000000	-0.36	92619.571732861	6887.100000000	-1.10	6885.821543845
1653749001.6743870	297.05000	92621.400000000	-0.36	92619.571732861	6886.350000000	-1.10	6885.071683068
1653749002.8750911	296.92000	92621.400000000	-0.35	92619.691585560	6885.575000000	-1.10	6884.310681940
1653749004.5799141	296.86000	92621.400000000	-0.35	92619.632167054	6884.825000000	-1.10	6883.546966154
1653749005.7783580	296.95000	92611.900000000	-0.35	92610.132348378	6884.050000000	-1.10	6882.772110018
1653749007.4811759	296.86000	92583.300000000	-0.35	92581.592288320	6883.275000000	-1.10	6881.997253882
1653749009.6829829	296.80000	92564.200000000	-0.35	92562.492640622	6882.525000000	-1.10	6881.247393105
1653749011.1839850	296.82000	92516.500000000	-0.35	92514.734169245	6881.750000000	-1.10	6880.486384280
1653749012.8854520	296.75000	92468.900000000	-0.35	92467.194398444	6881.000000000	-1.10	6879.736521994
1653749014.5912039	296.68000	92459.300000000	-0.35	92457.594575517	6879.475000000	-1.10	6878.211802012
1653749015.7887909	296.65000	92440.200000000	-0.35	92438.494927819	6878.700000000	-1.10	6877.436944316
1653749017.4902170	296.73000	92440.200000000	-0.35	92438.494927819	6877.950000000	-1.10	6876.687082030
1653749019.6937089	296.62000	92440.200000000	-0.34	92438.553216380	6877.175000000	-1.10	6875.912224334
1653749020.8941519	296.76000	92440.200000000	-0.35	92438.494927819	6876.425000000	-1.10	6875.162362048
1653749022.5989690	296.73000	92440.200000000	-0.35	92438.494927819	6874.900000000	-1.10	6873.637642066
1653749024.2984281	296.81000	92440.200000000	-0.34	92438.553216380	6874.900000000	-1.10	6873.637642066
1653749025.4992781	296.79000	92440.200000000	-0.35	92438.494927819	6874.125000000	-1.10	6872.862784370
1653749027.2013860	296.75000	92440.200000000	-0.35	92438.494927819	6873.375000000	-1.10	6872.112922084
1653749028.4021890	296.73000	92440.200000000	-0.34	92438.610491239	6872.600000000	-1.10	6871.324235488
1653749030.0976729	296.71000	92440.200000000	-0.34	92438.553216380	6871.850000000	-1.10	6870.574374711
1653749031.7955289	296.60000	92440.200000000	-0.34	92438.610491239	6871.075000000	-1.10	6869.799518574
1653749032.9969821	296.71000	92421.200000000	-0.35	92419.495278277	6870.325000000	-1.10	6869.063482120
1653749034.1941459	296.61000	92421.200000000	-0.34	92419.610817943	6869.550000000	-1.09	6868.302371868
